exercise_number,solution
"1.315","Corpul va avea, sub acțiunea greutății, o mișcare rectilinie uniform variată. Alegând ca axă de referință axa $Oy$, orientată vertical în sus, legea de mişcare a corpului se scrie:\\ $y=v_{0} t-\frac{g t^{2}}{2}$;\\ $t_{0}=1 \mathrm{~s} \Rightarrow t=n t_{0}=n \text {~secunde}$.\\ Distanța parcursă de mobil în prima secundă de mişcare este:\\ $y_{1}=v_{0} t_{0}-\frac{g t_{0}^{2}}{2}$;\\ Distanța parcursă de mobil timp de $n$ secunde este:\\ $y_{n}=v_{0} n t_{0}-\frac{g n^{2} t_{0}^{2}}{2}$;\\ Distanța parcursă de mobil timp de $n-1$ secunde este:\\ $y_{n-1}=v_{0}(n-1) t_{0}-\frac{g(n-1)^{2} t_{0}^{2}}{2}$;\\ Distanța parcursă de mobil în a $n$-a secundă de mişcare va fi:\\ $y_{n}-y_{n-1}=v_{0} t_{0}-n g t_{0}^{2}+\frac{g t_{0}^{2}}{2}$.\\ Cum: $\frac{y_{1}}{n}=y_{n}-y_{n-1}$, rezultǎ $v_{0}=g t_{0}(1+2 n) / 2$;\\ Dar $t_{0}=1 \mathrm{~s} \Rightarrow v_{0}=g(1+2 n) / 2$.\\"
"1.316","Corpul va avea, sub acțiunea greutății, o mişcare rectilinie uniform variată. Alegând ca axă de referință axa $Oy$, orientată vertical în sus, legea de mişcare a corpului se scrie:\\ $y=v_{0} t-\frac{g t^{2}}{2}$;\\ $t_{0}=1 \mathrm{~s} \Rightarrow t=n t_{0}=n \text {~secunde}$.\\ Distanța parcursă de mobil timp de $n$ secunde este:\\ $h=y_{n}=v_{0} n t_{0}-\frac{g n^{2} t_{0}^{2}}{2}$;\\ Distanța parcursă de mobil timp de $n-1$ secunde este:\\ $y_{n-1}=v_{0}(n-1) t_{0}-\frac{g(n-1)^{2} t_{0}^{2}}{2}$;\\ Distanța parcursă de mobil în a $n$-a secundă de mişcare va fi:\\ $y_{n}-y_{n-1}=v_{0} t_{0}-n g t_{0}^{2}+\frac{g t_{0}^{2}}{2} \Leftrightarrow y_{n}-y_{n-1}=\left(v_{0} t_{0}-\frac{n g t_{0}^{2}}{2}\right) \frac{n}{n}-\frac{n g t_{0}^{2}}{2}+\frac{g t_{0}^{2}}{2}$.\\ Cum $t_{0}=1 \mathrm{~s} \Rightarrow y_{n}-y_{n-1}=\frac{h}{n}-\frac{g n}{2}+\frac{g}{2}=\frac{2 h-g n^{2}+g n}{2 n}$.\\"
"1.317","La urcare, avem:\\ $v^{2}=v_{0}^{2}-2 g h=0 \Rightarrow h=\frac{v_{0}}{2 g}$;\\ $v=v_{0}-g t_{1}=0 \Rightarrow t_{1}=\frac{v_{0}}{g}$.\\ La coborâre (de la înălțimea $h$):\\ $v^{2}=v_{0}^{2}+2 g h=2 v_{0}^{2} \Rightarrow v=\sqrt{2} v_{0}$;\\ $v=v_{0}-g t_{2}=\sqrt{2} v_{0} \Rightarrow t_{2}=\frac{v-v_{0}}{g}=\frac{\sqrt{2} v_{0}-v_{0}}{g}=\frac{v_{0}(\sqrt{2}-1)}{g}$;\\ $\frac{t_{2}}{t_{1}}=\sqrt{2}-1=0,41$.\\"
"1.318","La urcarea pe planul înclinat, alegând axa de referință $Ox$ orientată de-a lungul planului înclinat cu sensul pozitiv în sus, accelerația corpului va fi:\\ $a_{1}=-g(\sin \alpha+\mu \cos \alpha)$.\\ Ecuația lui Galilei devine:\\ $v^{2}=v_{0}^{2}-2 g(\sin \alpha+\mu \cos \alpha) l=0$.\\ Astfel, distanța parcursă de corp pe planul înclinat este: $l=\frac{v_{0}^{2}}{2 g(\sin \alpha+\mu \cos \alpha)}$.\\ Distanța parcursă de corp pe suprafața orizontală este $l^{\prime}=3 l$, accelerația cu care se deplasează după direcția orizontală este $a_{2}=-\mu g$, ecuația lui Galilei în acest caz devenind:\\ $v^{2}=v_{0}^{2}-6 \mu g l=0 \Rightarrow l=\frac{v_{0}^{2}}{6 \mu g}$.\\ Egalând cele două expresii obținute pentru $l$, rezultă: $\mu=\frac{\sin \alpha}{3-\cos \alpha}$.\\"
"1.319","Forța de inerție ce acționează asupra corpului este $F_{i}=m a$. Componenta forței de inerție, după o direcție $Oy$ perpendiculară pe plan, este $F_{\text {in}}=F_{i} \sin \alpha=m a \sin \alpha$. Pe $Oy$, avem: $N+F_{i n}-G_{n}=0$;\\ Cum $N=\frac{G_{n}}{2}$, avem: $\frac{G_{n}}{2}+F_{i n}-G_{n}=0 \Rightarrow F_{i n}=\frac{G_{n}}{2} \Rightarrow m a \sin \alpha=\frac{m g \cos \alpha}{2}$;\\ $\operatorname{tg} \alpha=\frac{g}{2 a}=\frac{g}{2 g \frac{\sqrt{3}}{2}}=\frac{\sqrt{3}}{3} \Rightarrow \alpha=\operatorname{arctg} \frac{\sqrt{3}}{3}=30^{\circ}$.\\"
"1.320","$F=m a \Rightarrow a=\frac{F}{m}$. Cum $F=6+3 t(\mathrm{N} / \mathrm{m})$ şi $m=3 \mathrm{~kg}$ avem:\\ $a=\frac{F}{m}=\frac{6+3 t}{3}=2+t \quad(\mathrm{N} / \mathrm{kg})$.\\"
"1.321","Alegând axa de referință $Ox$ orientatǎ de-a lungul planului înclinat, cu sensul pozitiv în sus, accelerația corpului va fi: $a=-g(\sin \alpha+\mu \cos \alpha)$, expresia vitezei cu care corpul părăseşte planul reiese din ecuația lui Galilei:\\ $v^{2}=v_{0}^{2}-2 g(\sin \alpha+\mu \cos \alpha) d \Rightarrow v=\sqrt{v_{0}^{2}-2 g(\sin \alpha+\mu \cos \alpha) d}$.\\ Unghiul planului înclinat $\alpha$ pentru care viteza cu care corpul pǎrăseşte planul este minimă este soluția ecuației:\\ $\frac{\mathrm{d} v}{\mathrm{d} \alpha}=0 \Rightarrow \operatorname{tg} \alpha=\frac{1}{\mu} \Rightarrow \alpha=\operatorname{arctg} \frac{1}{\mu}$.\\"
"1.322","Pentru că pe tot parcursul mișcării tensiunea în fir este perpendiculară pe deplasarea corpului (vectorul deplasare este tangent la traiectorie, iar tensiunea are direcția razei, în orice moment), rezultă că valoarea lucrului mecanic efectuat de forța de tensiune în fir este de $0 \mathrm{~J}$.\\"
"1.323","Când planul înclinat se deplasează accelerat cu accelerația $a$, asupra corpului acționează forța de inerţie $F_{i}=m a$ ale cărei componente sunt: $F_{in}=m a \sin \alpha$ după o direcție perpendiculară pe plan şi $F_{it}=m a \cos \alpha$ după o direcție paralelă cu planul.\\ Alegem axele de referință $xOy$ cu $Ox$ paralelă cu planul înclinat și $Oy$ perpendiculară pe plan.\\ Pentru corpul aflat pe planul înclinat legea a doua dinamicii se scrie:\\ $Oy: N-G_{n}-F_{i n}=0 \Rightarrow N=G_{n}+F_{i n}=m g \cos \alpha+m a \sin \alpha$;\\ $Ox:-G_{t}-F_{f}+F_{i t}=m a_{1} \Rightarrow-g \sin \alpha-\mu(g \cos \alpha+a \sin \alpha)+a \cos \alpha=a_{1}$.\\ Când planul înclinat se află în repaus, corpul coboară pe plan cu accelerația:\\ $a_{2}=g \sin \alpha-\mu g \cos \alpha$.\\ Introducând expresiile celor două accelerații în relația $a_{1}=\frac{a_{2}}{2}$, obținem:\\ $a=\frac{g(3 \sin \alpha+\mu \cos \alpha)}{2(\cos \alpha-\mu \sin \alpha)}=\frac{g(3 \operatorname{tg} \alpha+\mu)}{2(1-\mu \operatorname{tg} \alpha)}$.\\"
"1.324","$a=\frac{v^{2}}{r} \Rightarrow r=\frac{v^{2}}{a}=\frac{4 \mathrm{~m}^{2} / \mathrm{s}^{2}}{4 \mathrm{~m} / \mathrm{s}^{2}}=1 \mathrm{~m}$.\\"
"1.325","Legile de mişcare ale celor două corpuri sunt:\\ $y_{1}=h-\frac{g t^{2}}{2}; \quad y_{2}=v_{0} t-\frac{g t^{2}}{2}$.\\ Din condiția de întâlnire a celor două corpuri obținem momentul întâlnirii:\\ $y_{1}=y_{2} \Rightarrow h-\frac{g t^{2}}{2}=v_{0} t-\frac{g t^{2}}{2} \Rightarrow t=\frac{h}{v_{0}}=\frac{40 \mathrm{~m}}{20 \mathrm{~m} / \mathrm{s}}=2 \mathrm{~s}$.\\"
"1.326","Viteza de rotație minimă implică $F_{c f}=G$. Tensiunea în fir este maximă atunci când corpul trece prin poziția inferioară:\\ $T_{\max}-G=F_{c f} \Rightarrow T_{\max}=G+F_{c f}=2 G$.\\ Când corpul trece prin poziția orizontală avem: $T_{0}=F_{c f} \Rightarrow T_{0}=G$.\\ Atunci: $\frac{T_{\max}}{T_{0}}=\frac{2 G}{G}=2$.\\"
"1.327","Fie $F$ forța cu care acționăm asupra corpului pentru a-l ridica uniform la înălțimea $h$.\\ $v=\text {const.} \Rightarrow F=G=m g=120 \mathrm{~N}$;\\ $L_{F}=F \cdot h \cdot \cos 0^{0}=F \cdot h=1200 \mathrm{~J}$.\\"
